,timestamp,can_id,data_length,data,data_str,bi
53546,1532457972.660315,0C6,8,"['7C', '6B', '7D', '3A', '7F', 'FF', 'B0', '33']",7C6B7D3A7FFFB033,"['01111100', '01101011', '01111101', '00111010', '01111111', '11111111', '10110000', '00110011']"
53558,1532457972.660326,0C6,8,"['7C', '62', '7C', '9A', '7F', 'FF', 'B2', 'DB']",7C627C9A7FFFB2DB,"['01111100', '01100010', '01111100', '10011010', '01111111', '11111111', '10110010', '11011011']"
53568,1532457972.680756,0C6,8,"['7C', '56', '7B', 'B4', '7F', 'FF', 'B4', 'CC']",7C567BB47FFFB4CC,"['01111100', '01010110', '01111011', '10110100', '01111111', '11111111', '10110100', '11001100']"
53581,1532457972.680769,0C6,8,"['7C', '49', '7B', '32', '7F', 'FF', 'B6', '59']",7C497B327FFFB659,"['01111100', '01001001', '01111011', '00110010', '01111111', '11111111', '10110110', '01011001']"
53592,1532457972.701386,0C6,8,"['7C', '3C', '7A', 'E2', '7F', 'FF', 'B8', 'B5']",7C3C7AE27FFFB8B5,"['01111100', '00111100', '01111010', '11100010', '01111111', '11111111', '10111000', '10110101']"
53604,1532457972.701399,0C6,8,"['7C', '2F', '7A', 'E2', '7F', 'FF', 'BA', 'C0']",7C2F7AE27FFFBAC0,"['01111100', '00101111', '01111010', '11100010', '01111111', '11111111', '10111010', '11000000']"
53614,1532457972.729848,0C6,8,"['7C', '22', '7A', 'C4', '7F', 'FF', 'BC', 'E9']",7C227AC47FFFBCE9,"['01111100', '00100010', '01111010', '11000100', '01111111', '11111111', '10111100', '11101001']"
53626,1532457972.729858,0C6,8,"['7C', '13', '7A', '92', '7F', 'FF', 'BE', '28']",7C137A927FFFBE28,"['01111100', '00010011', '01111010', '10010010', '01111111', '11111111', '10111110', '00101000']"
53639,1532457972.750033,0C6,8,"['7C', '05', '7A', '74', '7F', 'FF', 'A0', '72']",7C057A747FFFA072,"['01111100', '00000101', '01111010', '01110100', '01111111', '11111111', '10100000', '01110010']"
53655,1532457972.750047,0C6,8,"['7B', 'F6', '7A', '4C', '7F', 'FF', 'A2', 'A8']",7BF67A4C7FFFA2A8,"['01111011', '11110110', '01111010', '01001100', '01111111', '11111111', '10100010', '10101000']"
53664,1532457972.770715,0C6,8,"['7B', 'E7', '7A', '10', '7F', 'FF', 'A4', 'F1']",7BE77A107FFFA4F1,"['01111011', '11100111', '01111010', '00010000', '01111111', '11111111', '10100100', '11110001']"
53676,1532457972.770734,0C6,8,"['7B', 'D8', '79', 'FC', '7F', 'FF', 'A6', '13']",7BD879FC7FFFA613,"['01111011', '11011000', '01111001', '11111100', '01111111', '11111111', '10100110', '00010011']"
53686,1532457972.770743,0C6,8,"['7B', 'C8', '7A', '06', '7F', 'FF', 'A8', '16']",7BC87A067FFFA816,"['01111011', '11001000', '01111010', '00000110', '01111111', '11111111', '10101000', '00010110']"
53699,1532457972.790913,0C6,8,"['7B', 'B9', '7A', '10', '7F', 'FF', 'AA', '19']",7BB97A107FFFAA19,"['01111011', '10111001', '01111010', '00010000', '01111111', '11111111', '10101010', '00011001']"
53711,1532457972.790926,0C6,8,"['7B', 'AD', '7A', 'B0', '7F', 'FF', 'AC', '83']",7BAD7AB07FFFAC83,"['01111011', '10101101', '01111010', '10110000', '01111111', '11111111', '10101100', '10000011']"
53723,1532457972.821484,0C6,8,"['7B', 'A2', '7B', '8C', '7F', 'FF', 'AE', 'AF']",7BA27B8C7FFFAEAF,"['01111011', '10100010', '01111011', '10001100', '01111111', '11111111', '10101110', '10101111']"
53733,1532457972.821492,0C6,8,"['7B', '98', '7C', '40', '7F', 'FF', 'B0', '02']",7B987C407FFFB002,"['01111011', '10011000', '01111100', '01000000', '01111111', '11111111', '10110000', '00000010']"
53745,1532457972.832326,0C6,8,"['7B', '8C', '7B', 'B4', '7F', 'FF', 'B2', '99']",7B8C7BB47FFFB299,"['01111011', '10001100', '01111011', '10110100', '01111111', '11111111', '10110010', '10011001']"
53758,1532457972.832336,0C6,8,"['7B', '7E', '7A', 'CE', '7F', 'FF', 'B4', '8C']",7B7E7ACE7FFFB48C,"['01111011', '01111110', '01111010', '11001110', '01111111', '11111111', '10110100', '10001100']"
53774,1532457972.859848,0C6,8,"['7B', '6E', '79', 'F2', '7F', 'FF', 'B6', '77']",7B6E79F27FFFB677,"['01111011', '01101110', '01111001', '11110010', '01111111', '11111111', '10110110', '01110111']"
53783,1532457972.859858,0C6,8,"['7B', '5C', '79', '3E', '7F', 'FF', 'B8', '3B']",7B5C793E7FFFB83B,"['01111011', '01011100', '01111001', '00111110', '01111111', '11111111', '10111000', '00111011']"
53795,1532457972.880305,0C6,8,"['7B', '4A', '78', 'DA', '7F', 'FF', 'BA', 'B0']",7B4A78DA7FFFBAB0,"['01111011', '01001010', '01111000', '11011010', '01111111', '11111111', '10111010', '10110000']"
53805,1532457972.880314,0C6,8,"['7B', '38', '78', 'D0', '7F', 'FF', 'BC', 'CA']",7B3878D07FFFBCCA,"['01111011', '00111000', '01111000', '11010000', '01111111', '11111111', '10111100', '11001010']"
53818,1532457972.880327,0C6,8,"['7B', '24', '78', '76', '7F', 'FF', 'BE', '36']",7B2478767FFFBE36,"['01111011', '00100100', '01111000', '01110110', '01111111', '11111111', '10111110', '00110110']"
53829,1532457972.900952,0C6,8,"['7B', '0F', '78', '12', '7F', 'FF', 'A0', 'CD']",7B0F78127FFFA0CD,"['01111011', '00001111', '01111000', '00010010', '01111111', '11111111', '10100000', '11001101']"
53841,1532457972.900962,0C6,8,"['7A', 'F9', '77', '86', '7F', 'FF', 'A2', '6F']",7AF977867FFFA26F,"['01111010', '11111001', '01110111', '10000110', '01111111', '11111111', '10100010', '01101111']"
53851,1532457972.922185,0C6,8,"['7A', 'E3', '77', '2C', '7F', 'FF', 'A4', 'DD']",7AE3772C7FFFA4DD,"['01111010', '11100011', '01110111', '00101100', '01111111', '11111111', '10100100', '11011101']"
53863,1532457972.922196,0C6,8,"['7A', 'CA', '76', 'AA', '7F', 'FF', 'A6', '77']",7ACA76AA7FFFA677,"['01111010', '11001010', '01110110', '10101010', '01111111', '11111111', '10100110', '01110111']"
53876,1532457972.949588,0C6,8,"['7A', 'B1', '76', '64', '7F', 'FF', 'A8', 'D4']",7AB176647FFFA8D4,"['01111010', '10110001', '01110110', '01100100', '01111111', '11111111', '10101000', '11010100']"
53892,1532457972.949604,0C6,8,"['7A', '98', '76', '32', '7F', 'FF', 'AA', '1D']",7A9876327FFFAA1D,"['01111010', '10011000', '01110110', '00110010', '01111111', '11111111', '10101010', '00011101']"
53901,1532457972.970323,0C6,8,"['7A', '7F', '76', '3C', '7F', 'FF', 'AC', '2A']",7A7F763C7FFFAC2A,"['01111010', '01111111', '01110110', '00111100', '01111111', '11111111', '10101100', '00101010']"
53913,1532457972.970337,0C6,8,"['7A', '66', '76', '32', '7F', 'FF', 'AE', '4B']",7A6676327FFFAE4B,"['01111010', '01100110', '01110110', '00110010', '01111111', '11111111', '10101110', '01001011']"
53923,1532457972.970346,0C6,8,"['7A', '4E', '76', '78', '7F', 'FF', 'B0', '1B']",7A4E76787FFFB01B,"['01111010', '01001110', '01110110', '01111000', '01111111', '11111111', '10110000', '00011011']"
53936,1532457972.990666,0C6,8,"['7A', '36', '76', '96', '7F', 'FF', 'B2', '13']",7A3676967FFFB213,"['01111010', '00110110', '01110110', '10010110', '01111111', '11111111', '10110010', '00010011']"
53947,1532457972.990679,0C6,8,"['7A', '1F', '77', '18', '7F', 'FF', 'B4', 'A5']",7A1F77187FFFB4A5,"['01111010', '00011111', '01110111', '00011000', '01111111', '11111111', '10110100', '10100101']"
53959,1532457973.011515,0C6,8,"['7A', '09', '77', '2C', '7F', 'FF', 'B6', 'A5']",7A09772C7FFFB6A5,"['01111010', '00001001', '01110111', '00101100', '01111111', '11111111', '10110110', '10100101']"
53969,1532457973.011525,0C6,8,"['79', 'F4', '77', '9A', '7F', 'FF', 'B8', '4B']",79F4779A7FFFB84B,"['01111001', '11110100', '01110111', '10011010', '01111111', '11111111', '10111000', '01001011']"
53981,1532457973.032086,0C6,8,"['79', 'DF', '77', 'AE', '7F', 'FF', 'BA', '4A']",79DF77AE7FFFBA4A,"['01111001', '11011111', '01110111', '10101110', '01111111', '11111111', '10111010', '01001010']"
53994,1532457973.032098,0C6,8,"['79', 'CA', '77', 'E0', '7F', 'FF', 'BC', '2B']",79CA77E07FFFBC2B,"['01111001', '11001010', '01110111', '11100000', '01111111', '11111111', '10111100', '00101011']"
54010,1532457973.059653,0C6,8,"['79', 'B5', '77', 'CC', '7F', 'FF', 'BE', '52']",79B577CC7FFFBE52,"['01111001', '10110101', '01110111', '11001100', '01111111', '11111111', '10111110', '01010010']"
54019,1532457973.059660,0C6,8,"['79', '9F', '77', '9A', '7F', 'FF', 'A0', 'B8']",799F779A7FFFA0B8,"['01111001', '10011111', '01110111', '10011010', '01111111', '11111111', '10100000', '10111000']"
54031,1532457973.080272,0C6,8,"['79', '88', '77', '4A', '7F', 'FF', 'A2', '1D']",7988774A7FFFA21D,"['01111001', '10001000', '01110111', '01001010', '01111111', '11111111', '10100010', '00011101']"
54041,1532457973.080281,0C6,8,"['79', '70', '76', 'B4', '7F', 'FF', 'A4', 'CA']",797076B47FFFA4CA,"['01111001', '01110000', '01110110', '10110100', '01111111', '11111111', '10100100', '11001010']"
54054,1532457973.080290,0C6,8,"['79', '56', '76', '14', '7F', 'FF', 'A6', '82']",795676147FFFA682,"['01111001', '01010110', '01110110', '00010100', '01111111', '11111111', '10100110', '10000010']"
54065,1532457973.100721,0C6,8,"['79', '3D', '75', 'F6', '7F', 'FF', 'A8', 'B8']",793D75F67FFFA8B8,"['01111001', '00111101', '01110101', '11110110', '01111111', '11111111', '10101000', '10111000']"
54077,1532457973.100734,0C6,8,"['79', '23', '75', 'E2', '7F', 'FF', 'AA', 'E4']",792375E27FFFAAE4,"['01111001', '00100011', '01110101', '11100010', '01111111', '11111111', '10101010', '11100100']"
54087,1532457973.121745,0C6,8,"['79', '0A', '76', '14', '7F', 'FF', 'AC', 'C8']",790A76147FFFACC8,"['01111001', '00001010', '01110110', '00010100', '01111111', '11111111', '10101100', '11001000']"
54099,1532457973.121755,0C6,8,"['78', 'F1', '76', '1E', '7F', 'FF', 'AE', 'D6']",78F1761E7FFFAED6,"['01111000', '11110001', '01110110', '00011110', '01111111', '11111111', '10101110', '11010110']"
54112,1532457973.141335,0C6,8,"['78', 'D7', '76', '32', '7F', 'FF', 'B0', 'DA']",78D776327FFFB0DA,"['01111000', '11010111', '01110110', '00110010', '01111111', '11111111', '10110000', '11011010']"
54128,1532457973.141354,0C6,8,"['78', 'BE', '76', '3C', '7F', 'FF', 'B2', 'E7']",78BE763C7FFFB2E7,"['01111000', '10111110', '01110110', '00111100', '01111111', '11111111', '10110010', '11100111']"
54137,1532457973.170261,0C6,8,"['78', 'A4', '75', 'D8', '7F', 'FF', 'B4', '64']",78A475D87FFFB464,"['01111000', '10100100', '01110101', '11011000', '01111111', '11111111', '10110100', '01100100']"
54149,1532457973.170271,0C6,8,"['78', '8A', '75', 'BA', '7F', 'FF', 'B6', '9A']",788A75BA7FFFB69A,"['01111000', '10001010', '01110101', '10111010', '01111111', '11111111', '10110110', '10011010']"
54159,1532457973.170278,0C6,8,"['78', '6E', '75', '7E', '7F', 'FF', 'B8', 'F0']",786E757E7FFFB8F0,"['01111000', '01101110', '01110101', '01111110', '01111111', '11111111', '10111000', '11110000']"
54172,1532457973.190472,0C6,8,"['78', '54', '75', '7E', '7F', 'FF', 'BA', '08']",7854757E7FFFBA08,"['01111000', '01010100', '01110101', '01111110', '01111111', '11111111', '10111010', '00001000']"
54183,1532457973.190480,0C6,8,"['78', '37', '75', '10', '7F', 'FF', 'BC', '91']",783775107FFFBC91,"['01111000', '00110111', '01110101', '00010000', '01111111', '11111111', '10111100', '10010001']"
54195,1532457973.211328,0C6,8,"['78', '1B', '75', '06', '7F', 'FF', 'BE', 'B5']",781B75067FFFBEB5,"['01111000', '00011011', '01110101', '00000110', '01111111', '11111111', '10111110', '10110101']"
54205,1532457973.211336,0C6,8,"['78', '00', '75', '38', '7F', 'FF', 'A0', 'BC']",780075387FFFA0BC,"['01111000', '00000000', '01110101', '00111000', '01111111', '11111111', '10100000', '10111100']"
54218,1532457973.232014,0C6,8,"['77', 'E6', '75', '9C', '7F', 'FF', 'A2', '71']",77E6759C7FFFA271,"['01110111', '11100110', '01110101', '10011100', '01111111', '11111111', '10100010', '01110001']"
54231,1532457973.232024,0C6,8,"['77', 'CE', '76', '46', '7F', 'FF', 'A4', 'DC']",77CE76467FFFA4DC,"['01110111', '11001110', '01110110', '01000110', '01111111', '11111111', '10100100', '11011100']"
54247,1532457973.259174,0C6,8,"['77', 'B7', '77', '2C', '7F', 'FF', 'A6', '0A']",77B7772C7FFFA60A,"['01110111', '10110111', '01110111', '00101100', '01111111', '11111111', '10100110', '00001010']"
54256,1532457973.259181,0C6,8,"['77', 'A3', '77', 'CC', '7F', 'FF', 'A8', '7C']",77A377CC7FFFA87C,"['01110111', '10100011', '01110111', '11001100', '01111111', '11111111', '10101000', '01111100']"
54268,1532457973.279816,0C6,8,"['77', '90', '78', '8A', '7F', 'FF', 'AA', 'CE']",7790788A7FFFAACE,"['01110111', '10010000', '01111000', '10001010', '01111111', '11111111', '10101010', '11001110']"
54278,1532457973.279825,0C6,8,"['77', '7D', '78', '8A', '7F', 'FF', 'AC', 'DF']",777D788A7FFFACDF,"['01110111', '01111101', '01111000', '10001010', '01111111', '11111111', '10101100', '11011111']"
54291,1532457973.300281,0C6,8,"['77', '6B', '78', 'DA', '7F', 'FF', 'AE', '9F']",776B78DA7FFFAE9F,"['01110111', '01101011', '01111000', '11011010', '01111111', '11111111', '10101110', '10011111']"
54303,1532457973.300294,0C6,8,"['77', '5A', '79', '2A', '7F', 'FF', 'B0', '5D']",775A792A7FFFB05D,"['01110111', '01011010', '01111001', '00101010', '01111111', '11111111', '10110000', '01011101']"
54315,1532457973.300305,0C6,8,"['77', '49', '79', '52', '7F', 'FF', 'B2', '44']",774979527FFFB244,"['01110111', '01001001', '01111001', '01010010', '01111111', '11111111', '10110010', '01000100']"
54325,1532457973.321183,0C6,8,"['77', '37', '79', '2A', '7F', 'FF', 'B4', '7C']",7737792A7FFFB47C,"['01110111', '00110111', '01111001', '00101010', '01111111', '11111111', '10110100', '01111100']"
54337,1532457973.321194,0C6,8,"['77', '24', '78', 'D0', '7F', 'FF', 'B6', 'E8']",772478D07FFFB6E8,"['01110111', '00100100', '01111000', '11010000', '01111111', '11111111', '10110110', '11101000']"
54350,1532457973.340695,0C6,8,"['77', '10', '78', '1C', '7F', 'FF', 'B8', 'AE']",7710781C7FFFB8AE,"['01110111', '00010000', '01111000', '00011100', '01111111', '11111111', '10111000', '10101110']"
54366,1532457973.340708,0C6,8,"['76', 'FA', '77', 'C2', '7F', 'FF', 'BA', '1E']",76FA77C27FFFBA1E,"['01110110', '11111010', '01110111', '11000010', '01111111', '11111111', '10111010', '00011110']"
54375,1532457973.369627,0C6,8,"['76', 'E5', '77', '9A', '7F', 'FF', 'BC', '59']",76E5779A7FFFBC59,"['01110110', '11100101', '01110111', '10011010', '01111111', '11111111', '10111100', '01011001']"
54387,1532457973.369640,0C6,8,"['76', 'D0', '77', 'AE', '7F', 'FF', 'BE', '58']",76D077AE7FFFBE58,"['01110110', '11010000', '01110111', '10101110', '01111111', '11111111', '10111110', '01011000']"
54397,1532457973.389977,0C6,8,"['76', 'BB', '77', 'D6', '7F', 'FF', 'A0', '63']",76BB77D67FFFA063,"['01110110', '10111011', '01110111', '11010110', '01111111', '11111111', '10100000', '01100011']"
54410,1532457973.389989,0C6,8,"['76', 'A6', '77', 'F4', '7F', 'FF', 'A2', '58']",76A677F47FFFA258,"['01110110', '10100110', '01110111', '11110100', '01111111', '11111111', '10100010', '01011000']"
54421,1532457973.410673,0C6,8,"['76', '91', '77', 'B8', '7F', 'FF', 'A4', 'A7']",769177B87FFFA4A7,"['01110110', '10010001', '01110111', '10111000', '01111111', '11111111', '10100100', '10100111']"
54433,1532457973.410687,0C6,8,"['76', '79', '77', '18', '7F', 'FF', 'A6', '5D']",767977187FFFA65D,"['01110110', '01111001', '01110111', '00011000', '01111111', '11111111', '10100110', '01011101']"
54443,1532457973.410697,0C6,8,"['76', '60', '76', '64', '7F', 'FF', 'A8', '29']",766076647FFFA829,"['01110110', '01100000', '01110110', '01100100', '01111111', '11111111', '10101000', '00101001']"
54455,1532457973.431409,0C6,8,"['76', '45', '75', '92', '7F', 'FF', 'AA', '15']",764575927FFFAA15,"['01110110', '01000101', '01110101', '10010010', '01111111', '11111111', '10101010', '00010101']"
54468,1532457973.431420,0C6,8,"['76', '29', '75', '24', '7F', 'FF', 'AC', '9D']",762975247FFFAC9D,"['01110110', '00101001', '01110101', '00100100', '01111111', '11111111', '10101100', '10011101']"
54484,1532457973.451500,0C6,8,"['76', '0C', '74', 'AC', '7F', 'FF', 'AE', '31']",760C74AC7FFFAE31,"['01110110', '00001100', '01110100', '10101100', '01111111', '11111111', '10101110', '00110001']"
54493,1532457973.451508,0C6,8,"['75', 'EE', '74', '8E', '7F', 'FF', 'B0', '6C']",75EE748E7FFFB06C,"['01110101', '11101110', '01110100', '10001110', '01111111', '11111111', '10110000', '01101100']"
54505,1532457973.479152,0C6,8,"['75', 'D0', '74', '5C', '7F', 'FF', 'B2', 'BA']",75D0745C7FFFB2BA,"['01110101', '11010000', '01110100', '01011100', '01111111', '11111111', '10110010', '10111010']"
54515,1532457973.479160,0C6,8,"['75', 'B2', '74', '34', '7F', 'FF', 'B4', 'FE']",75B274347FFFB4FE,"['01110101', '10110010', '01110100', '00110100', '01111111', '11111111', '10110100', '11111110']"
54528,1532457973.500121,0C6,8,"['75', '94', '74', '52', '7F', 'FF', 'B6', 'FC']",759474527FFFB6FC,"['01110101', '10010100', '01110100', '01010010', '01111111', '11111111', '10110110', '11111100']"
54539,1532457973.500131,0C6,8,"['75', '78', '74', 'A2', '7F', 'FF', 'B8', 'C6']",757874A27FFFB8C6,"['01110101', '01111000', '01110100', '10100010', '01111111', '11111111', '10111000', '11000110']"
54551,1532457973.521018,0C6,8,"['75', '5D', '75', '42', '7F', 'FF', 'BA', '3E']",755D75427FFFBA3E,"['01110101', '01011101', '01110101', '01000010', '01111111', '11111111', '10111010', '00111110']"
54561,1532457973.521029,0C6,8,"['75', '44', '76', '0A', '7F', 'FF', 'BC', '8C']",7544760A7FFFBC8C,"['01110101', '01000100', '01110110', '00001010', '01111111', '11111111', '10111100', '10001100']"
54573,1532457973.521038,0C6,8,"['75', '2D', '76', 'E6', '7F', 'FF', 'BE', 'C5']",752D76E67FFFBEC5,"['01110101', '00101101', '01110110', '11100110', '01111111', '11111111', '10111110', '11000101']"
54586,1532457973.540717,0C6,8,"['75', '19', '77', 'E0', '7F', 'FF', 'A0', 'FC']",751977E07FFFA0FC,"['01110101', '00011001', '01110111', '11100000', '01111111', '11111111', '10100000', '11111100']"
54602,1532457973.540729,0C6,8,"['75', '07', '78', 'C6', '7F', 'FF', 'A2', '25']",750778C67FFFA225,"['01110101', '00000111', '01111000', '11000110', '01111111', '11111111', '10100010', '00100101']"
54611,1532457973.561722,0C6,8,"['74', 'F7', '79', '8E', '7F', 'FF', 'A4', '6B']",74F7798E7FFFA46B,"['01110100', '11110111', '01111001', '10001110', '01111111', '11111111', '10100100', '01101011']"
54623,1532457973.561734,0C6,8,"['74', 'E9', '7A', '42', '7F', 'FF', 'A6', 'C2']",74E97A427FFFA6C2,"['01110100', '11101001', '01111010', '01000010', '01111111', '11111111', '10100110', '11000010']"
54633,1532457973.589753,0C6,8,"['74', 'DD', '7B', '28', '7F', 'FF', 'A8', 'E5']",74DD7B287FFFA8E5,"['01110100', '11011101', '01111011', '00101000', '01111111', '11111111', '10101000', '11100101']"
54646,1532457973.589766,0C6,8,"['74', 'D2', '7B', '96', '7F', 'FF', 'AA', '80']",74D27B967FFFAA80,"['01110100', '11010010', '01111011', '10010110', '01111111', '11111111', '10101010', '10000000']"
54657,1532457973.610460,0C6,8,"['74', 'C8', '7C', '04', '7F', 'FF', 'AC', '19']",74C87C047FFFAC19,"['01110100', '11001000', '01111100', '00000100', '01111111', '11111111', '10101100', '00011001']"
54669,1532457973.610471,0C6,8,"['74', 'BE', '7C', '22', '7F', 'FF', 'AE', '03']",74BE7C227FFFAE03,"['01110100', '10111110', '01111100', '00100010', '01111111', '11111111', '10101110', '00000011']"
54679,1532457973.610479,0C6,8,"['74', 'B5', '7C', '2C', '7F', 'FF', 'B0', '00']",74B57C2C7FFFB000,"['01110100', '10110101', '01111100', '00101100', '01111111', '11111111', '10110000', '00000000']"
54691,1532457973.631317,0C6,8,"['74', 'AA', '7C', '04', '7F', 'FF', 'B2', '31']",74AA7C047FFFB231,"['01110100', '10101010', '01111100', '00000100', '01111111', '11111111', '10110010', '00110001']"
54704,1532457973.631328,0C6,8,"['74', '9F', '7B', 'C8', '7F', 'FF', 'B4', '77']",749F7BC87FFFB477,"['01110100', '10011111', '01111011', '11001000', '01111111', '11111111', '10110100', '01110111']"
54720,1532457973.651429,0C6,8,"['74', '93', '7B', '78', '7F', 'FF', 'B6', 'D1']",74937B787FFFB6D1,"['01110100', '10010011', '01111011', '01111000', '01111111', '11111111', '10110110', '11010001']"
54729,1532457973.651438,0C6,8,"['74', '87', '7B', '50', '7F', 'FF', 'B8', '03']",74877B507FFFB803,"['01110100', '10000111', '01111011', '01010000', '01111111', '11111111', '10111000', '00000011']"
54741,1532457973.679115,0C6,8,"['74', '7B', '7B', '28', '7F', 'FF', 'BA', '35']",747B7B287FFFBA35,"['01110100', '01111011', '01111011', '00101000', '01111111', '11111111', '10111010', '00110101']"
54751,1532457973.679124,0C6,8,"['74', '6D', '7A', 'CE', '7F', 'FF', 'BC', '9C']",746D7ACE7FFFBC9C,"['01110100', '01101101', '01111010', '11001110', '01111111', '11111111', '10111100', '10011100']"
54764,1532457973.699805,0C6,8,"['74', '5E', '7A', '56', '7F', 'FF', 'BE', '21']",745E7A567FFFBE21,"['01110100', '01011110', '01111010', '01010110', '01111111', '11111111', '10111110', '00100001']"
54775,1532457973.699815,0C6,8,"['74', '4F', '7A', '10', '7F', 'FF', 'A0', '94']",744F7A107FFFA094,"['01110100', '01001111', '01111010', '00010000', '01111111', '11111111', '10100000', '10010100']"
54787,1532457973.720908,0C6,8,"['74', '3E', '79', 'AC', '7F', 'FF', 'A2', '08']",743E79AC7FFFA208,"['01110100', '00111110', '01111001', '10101100', '01111111', '11111111', '10100010', '00001000']"
54797,1532457973.720918,0C6,8,"['74', '2D', '79', '7A', '7F', 'FF', 'A4', '49']",742D797A7FFFA449,"['01110100', '00101101', '01111001', '01111010', '01111111', '11111111', '10100100', '01001001']"
54809,1532457973.720931,0C6,8,"['74', '1B', '79', '02', '7F', 'FF', 'A6', 'D1']",741B79027FFFA6D1,"['01110100', '00011011', '01111001', '00000010', '01111111', '11111111', '10100110', '11010001']"
54822,1532457973.740980,0C6,8,"['74', '08', '78', '9E', '7F', 'FF', 'A8', '47']",7408789E7FFFA847,"['01110100', '00001000', '01111000', '10011110', '01111111', '11111111', '10101000', '01000111']"
54836,1532457973.740990,0C6,8,"['73', 'F4', '78', '44', '7F', 'FF', 'AA', 'B4']",73F478447FFFAAB4,"['01110011', '11110100', '01111000', '01000100', '01111111', '11111111', '10101010', '10110100']"
54847,1532457973.761858,0C6,8,"['73', 'E0', '78', '3A', '7F', 'FF', 'AC', 'D0']",73E0783A7FFFACD0,"['01110011', '11100000', '01111000', '00111010', '01111111', '11111111', '10101100', '11010000']"
54857,1532457973.761867,0C6,8,"['73', 'CD', '78', '6C', '7F', 'FF', 'AE', 'AF']",73CD786C7FFFAEAF,"['01110011', '11001101', '01111000', '01101100', '01111111', '11111111', '10101110', '10101111']"
54869,1532457973.782424,0C6,8,"['73', 'BC', '79', '16', '7F', 'FF', 'B0', '13']",73BC79167FFFB013,"['01110011', '10111100', '01111001', '00010110', '01111111', '11111111', '10110000', '00010011']"
54880,1532457973.782435,0C6,8,"['73', 'AC', '79', 'A2', '7F', 'FF', 'B2', '95']",73AC79A27FFFB295,"['01110011', '10101100', '01111001', '10100010', '01111111', '11111111', '10110010', '10010101']"
54894,1532457973.810104,0C6,8,"['73', '9D', '79', 'F2', '7F', 'FF', 'B4', '52']",739D79F27FFFB452,"['01110011', '10011101', '01111001', '11110010', '01111111', '11111111', '10110100', '01010010']"
54904,1532457973.810112,0C6,8,"['73', '8F', '7A', '60', '7F', 'FF', 'B6', 'EF']",738F7A607FFFB6EF,"['01110011', '10001111', '01111010', '01100000', '01111111', '11111111', '10110110', '11101111']"
54916,1532457973.830752,0C6,8,"['73', '81', '7A', '88', '7F', 'FF', 'B8', 'D3']",73817A887FFFB8D3,"['01110011', '10000001', '01111010', '10001000', '01111111', '11111111', '10111000', '11010011']"
54927,1532457973.830768,0C6,8,"['73', '73', '7A', '9C', '7F', 'FF', 'BA', 'CB']",73737A9C7FFFBACB,"['01110011', '01110011', '01111010', '10011100', '01111111', '11111111', '10111010', '11001011']"
54941,1532457973.830779,0C6,8,"['73', '65', '7A', 'BA', '7F', 'FF', 'BC', 'B9']",73657ABA7FFFBCB9,"['01110011', '01100101', '01111010', '10111010', '01111111', '11111111', '10111100', '10111001']"
54956,1532457973.850944,0C6,8,"['73', '58', '7A', 'CE', '7F', 'FF', 'BE', 'B0']",73587ACE7FFFBEB0,"['01110011', '01011000', '01111010', '11001110', '01111111', '11111111', '10111110', '10110000']"
54966,1532457973.850952,0C6,8,"['73', '4C', '7B', '0A', '7F', 'FF', 'A0', '9D']",734C7B0A7FFFA09D,"['01110011', '01001100', '01111011', '00001010', '01111111', '11111111', '10100000', '10011101']"
54977,1532457973.871690,0C6,8,"['73', '41', '7B', '8C', '7F', 'FF', 'A2', '24']",73417B8C7FFFA224,"['01110011', '01000001', '01111011', '10001100', '01111111', '11111111', '10100010', '00100100']"
54988,1532457973.871700,0C6,8,"['73', '37', '7B', 'FA', '7F', 'FF', 'A4', 'BE']",73377BFA7FFFA4BE,"['01110011', '00110111', '01111011', '11111010', '01111111', '11111111', '10100100', '10111110']"
55000,1532457973.899623,0C6,8,"['73', '2E', '7C', '5E', '7F', 'FF', 'A6', '60']",732E7C5E7FFFA660,"['01110011', '00101110', '01111100', '01011110', '01111111', '11111111', '10100110', '01100000']"
55012,1532457973.899633,0C6,8,"['73', '25', '7C', '90', '7F', 'FF', 'A8', '35']",73257C907FFFA835,"['01110011', '00100101', '01111100', '10010000', '01111111', '11111111', '10101000', '00110101']"
55023,1532457973.920597,0C6,8,"['73', '1B', '7C', '68', '7F', 'FF', 'AA', '65']",731B7C687FFFAA65,"['01110011', '00011011', '01111100', '01101000', '01111111', '11111111', '10101010', '01100101']"
55034,1532457973.920607,0C6,8,"['73', '12', '7C', '5E', '7F', 'FF', 'AC', '76']",73127C5E7FFFAC76,"['01110011', '00010010', '01111100', '01011110', '01111111', '11111111', '10101100', '01110110']"
55045,1532457973.920615,0C6,8,"['73', '08', '7C', '36', '7F', 'FF', 'AE', 'A6']",73087C367FFFAEA6,"['01110011', '00001000', '01111100', '00110110', '01111111', '11111111', '10101110', '10100110']"
55059,1532457973.940266,0C6,8,"['72', 'FE', '7C', '2C', '7F', 'FF', 'B0', 'B9']",72FE7C2C7FFFB0B9,"['01110010', '11111110', '01111100', '00101100', '01111111', '11111111', '10110000', '10111001']"
55074,1532457973.940278,0C6,8,"['72', 'F5', '7C', '18', '7F', 'FF', 'B2', 'D4']",72F57C187FFFB2D4,"['01110010', '11110101', '01111100', '00011000', '01111111', '11111111', '10110010', '11010100']"
